video_filename,fragment,predictions,text
C:/Users/Bobo/Downloads/task3\ER22_AFL10_MXF.mov,10,happiness,I can't really believe I am just very curious what winners island looks like I am super happy that we just have some kind of small vacation that I am just safe for the coming island council that you don't have to think about fur about fur aboutsquabbling or things like that you can just go and enjoy it just super happy I am super happy my plan has succeeded and eh we are going to Windows island I am curious to get home to home to sleep from Airbnb Sorry this is a showerIs this a shower lovely baby I just don't know what I see I just see a kind of airbnb house standing something that I would probably just pay for if I went to sleep somewhere on vacation just a staircase just watch a lot of views wejust have a kind of holiday hut for ourselves with the three of us rice make a fire I have a menchetti we have rice we have flour we can eat nice and extensive food we are just going to wake up with this view of a bath and still feels itAlways nice oh it is so beautiful here just real if there is a kind of private island or a private beach here and then the three of us can sit here and here it is just bizarre wow ready this island is really exactly how howI Robinson had presented in my most beautiful dreams I really don't know how I have all this happiness I have earned this I really feel like a Mazzelaar yes
C:/Users/Bobo/Downloads/task3\ER22_AFL10_MXF.mov,11,happiness,"Yes back on the island is the chance for me now to see what is going on we know that we have an island council tomorrow so we have about a day and a half to get a job done and eh that is one of our dogs does not have to voted awayTo be so that means that we need new fish in our pond and that will be eh for me ferry and hopefully the ladies but I know that the ladies are of course also very good with those other men my next step is ferry to win and then goI do everything we can now we can now ensure that you do not vote on each other at least at the end I think it is very wise to hear what do you think of that I want to make that best with z 'n three of us not together yes how would you vote I think I already have an idea but I also want to look I think Niek today show that it is very strong at home yes I also said thatI can't find a very strong player and a serious opponent I wouldn't like to go out because I think he is a very strong competitor in the final Okay GoogleWith a black voice you are tipsy wild I am pretty sure to lift my bond with and Dennis Vincent I can't check now but he belongs to London was in our old green and we had a strong appointment with that but yes he heHas been in another group for a while now I don't know how it went I have to talk to him about it I think hey does yes is that for you still in the game or do you think I have to find other ways no I doNo more bonds my I now just notice that there is quite a lot of squabbling now is fine but it is still all really broken and I really don't really really do not really do so, so eh actually eh if I'm very honest isThat is no longer for me that was then you know people can change I can change wounds not fur fieries www.Things are quirky my yes and I am really very chill anyway and this expedition lately just relaxed look at it nice I did a bit vaguely also I secretly also think I don't know why I do that but eh yesThat is of course a bit the game but not too much with the game sometimes sometimes you don't know it is it"
C:/Users/Bobo/Downloads/task3\ER22_AFL10_MXF.mov,12,happiness,"Really really feels like you're showering for the first time in your life, drilling again reminds you of your life that you get for the expedition yes it is just great it is very strange you have been doing it all your life and nowIs it suddenly kind of miracle what comes out of the sky drips bizarre delicious and you are still afraid that they might be going to do a shit on you on me yes no I don't think it lands and nothing who know each other together in itTeam watched yes so I am not so scared no but yes everything is possible, you yourself are afraid that she no I have something like that I have built up really good tire and I think they don't see me if soA very threatened everything you think you already have twice just was you super super good I just don't have the idea that I am going to be voted out this island council so that is a reassurance for me anyway that I am not so busy eitherHaving to be with the game well fish on the grill it just feels like the game has been put on a break and that I can just enjoy just feels a bit like it is not true that we can relax I also like it tooHe makes it true the kitchen, but it is just not there no we just go to sleep in the bed soon it doesn't feel like I'm on the expedition now they just have to get out of it all stormed togetherNice good hamburger top alarm clock out yes no yes yes yes yes yes yes yes yes yes yes yes"
C:/Users/Bobo/Downloads/task3\ER22_AFL10_MXF.mov,13,happiness,"How good we slept yes really really just heavenly just that turning too, it is no longer a thing you just turn over you just feels it really just feels like I have some sort of renewed energy just what just a good sleep is already not doing well one nightPlus the way the birds started in the morning because I was so much nicer here and those other places it was really sometimes too and this was really from yes yes yes indeed I slept the mattress there was just a mattress and it is itWhether I was just at home in bed really not normal this is this is winner island this is really back to zeeland again not being busy with the game it just really feels like vacation it is a bit of silence before the storm, hey it actually did itTonight someone's gone again is really strange right now that I just get to know some people because we have of course hardly seen that whole expedition yes exactly and then that person might have to leave and you know you can actually do each other anyway tooI think it I wish everyone here even if it is a game but I personally wish everyone yes this too that is nice to see that everyone really goes on the hole yes I love you know what I want to be in betweenBetween just strong people who give everything and eh yes, just don't leave anything behind yes then I don't really think it is losing yes what you don't say to look still yes well I think I would have my voice if I would have 10 stars 10 10 stars 10Let it be voices to sit she is very busy with the game and bonds and so on and so I don't want to play the game so you just get my voice very quickly yes it is very bad but I really want her to leave I wantSay also like to continue playing with you in the game really you know nice nice allies to work with and stuff"
C:/Users/Bobo/Downloads/task3\ER22_AFL10_MXF.mov,14,Scared,"Do you think Harry fears for tonight you just notice that there is a bit of a division well it is a bit in the old guard and the younger generation between an this camp. Look this camp has since been put together because it is just the last phase andIt was not chosen so you can't assume that everyone is good together in the end people must also lose weight and this is the phase where people lose weight I think it is useful anyway because Marian Dennis is going to win no more problemrather black voices and she is still going to win immunity yes but apart from the fact that she is good, she is just Siri what you should do what he should do and maybe he can also arrange something with those girls in that regard is oneA bit tricky difficult but I do trust him yes our plan is at least to finish our list with Niek the first to tryYes Vincent we can no longer reach that is on another island so I hope that Vincent was still very good in his head we discussed during the fusion dinner who would you soon want to get out for me too number one boy also boyYou have that core you have already played away because I think that very much trouble of course is of course so strong opponent yes both are strong as first I would say yes unique is really an eh no longer trust it is not many drops under it for usTonight is going to relax the other way I just think of whom I think a threat is for me and what is just smart to do I want to say but also like to say but you know further in the game it isNo secrets I also have lungs and say hey you know those two it would really know you are nice nice allies to work with and so for the future I think it is really good to work together oh sure I trust youboth really know for sure initially I thought it would stroke"
C:/Users/Bobo/Downloads/task3\ER22_AFL10_MXF.mov,15,grief,I miss my children and I miss my house Mrs. Family I am really I am really someone who is positive in life always being adjacent and that boundary almost reaches
C:/Users/Bobo/Downloads/task3\ER22_AFL10_MXF.mov,16,Scared,Butterfly alarm is green that means I will do it I will do it I will do it you no tonight is okay that you are going to set up and I suspect her I think she is not on her way but what is even more important is she is justA fucking strong player and if we don't hit her there now she will soon win tasting in time and then we will be further out of home we will at least put on one line I would not know what the old team wants to do orange will doFor me they can vote for me then I think I am still in the right place the island council is for our group everything decisive when we can't get out or get out then we're well on course yes it's just itsword of Damocles that hangs above your head all day tonight it falls
C:/Users/Bobo/Downloads/task3\ER22_AFL10_MXF.mov,17,happiness,"Welcome thank you thank you we are still waiting for the three of Winnerseiland April Diva and Vincent and there they said hey hello health and we are completely April again how it was on winner island I find it quite difficult to say but it was really fantastic it was itReally great it was really a kind of airbnb house hidden somewhere in Malaysia There was a bed with with with with a mattress there was just a shower with fresh water yes it was really crazy house it really was we just went on vacation for a dayThat's how it feels yes sorry I think but you know if youWhat is the next test here really win I get crazy yes that is not normal yes diva you indeed look like you were on vacation I really needed it, yes it is just after a fusion dinner I am still still sittingOn a shark and yes just really recovered and ready for the game what is it like to feel a mattress under you again not normal yes really every time I turned around then I realized again wow this just doesn't hurt it itWas just yes it was just really phenomenal and it seemed as if everything there was just more beautiful the birds floating softer when you woke up yes a kind of Disney Disneyland it is you awarded yes vincent how was it it was nice chill and how is itNow to come back in the group yes it is also nice to see the group again we have been away for a while and eh yes we have thought of them harry are the stories jealous victors island yes certainly a bed story yes oneBed is still yes at the right moment peaks but yes hey Google Harry what are you here because you still have a black voice yes yes black voice also means that you are a bit behind so eh and also the risk thatPeople think okayI don't know if that will happen, but it will be a very exciting evening for me I think yes so you have nerves yes I have nerves yes yes it goes or it is very clear if I don't know how is it forYou to be able to talk to other people again except your own team yes I must honestly say that for a number of people it was really the first time yes actually eh really could meet ferry thijs yes niels of course and eh it was actually nice to too too too too too too too too too too too too too too too too too too too too too too too too too too too too tooA little other people to be able to talk to what the group dynamics are and you really feel that you have yes that we had to talk a lot with some people but eh yes it feels good and I am actually very curious how this evening goesI think it can really go in all directions well there is no one who has indicated that they want to use a loot so we proceed to vote vincent you are allowed to be the firstNiek you are part of a dangerous wound and that is why I vote for you this is the game of Expedition Robinson 2022 For me you are a very unreliable factor and a very strong player"
C:/Users/Bobo/Downloads/task3\ER22_AFL10_MXF.mov,18,Scared,Before I will announce the voices if someone has an immunity currency in his or her possession and I want to use it I want to know now we will proceed to vote harry you have a black voice the first voice is for you harry deBlack voice the second The second is the voice the third voice nick the fourth voice the fifth voice for you Harry two voices for you niek and two voices for you nick the seventh voice the eighth voice the 9th voice for you Harry four for you nickand four for you
C:/Users/Bobo/Downloads/task3\ER22_AFL10_MXF.mov,19,happiness,Thank you google I thought it was for everyone I think it's really a fantastic journey in this expedition and I will never forget it in my life I really take everything I have taken with me beautiful stories from everyone and I really wish everyone a lot of successEveryone who is still here and eh I would say thank you for everything thank you you can now say goodbye to sevilla and back to the island
C:/Users/Bobo/Downloads/task3\ER22_AFL10_MXF.mov,20,surprise,"Chatilla saw that arriving well I had suspicions but I didn't see I didn't know immediately that they would vote for me all together and well I think it is well played great game you know that is part and I actually expect it every everyIsland council and I am really very proud of myself that I have learned to here, but eh game is a game so well played and I also went a compliments like this it is then this is you know that the expedition is anything possibleHey yes you never know I know I have no idea what you're going to say now but I keep my heart fixed satilla there is a dropout oh wow and on that island is currently mike okay and there is just a chance that you are backcan turn in the final surprise I wow okay but on yes top wow okay man man man man man man you can mike you want him very much would like to do the warm regards I will certainly do thank him for thank you, huhsee"
C:/Users/Bobo/Downloads/task3\ER22_AFL10_MXF.mov,21,happiness,3 2
C:/Users/Bobo/Downloads/task3\ER22_AFL11_MXF.mov,0,grief,"The group of Niek Thijs and Diva seems to be getting stronger and stronger and so London stepped over black voice and that did not go well because Vincent Harry and Dennis thought he belonged to them but nothing turned out to be less true no bondjes played more mancillaThe game tried to end up in a bond with you just not that certainly yes yes yes yes yes maybe she kept too many balls in the air, which means that the most voices are for you if you want and that finally cost herthe head they go to dropout island where Mike has been trying to keep his head above water for three days"
C:/Users/Bobo/Downloads/task3\ER22_AFL11_MXF.mov,1,surprise,I think for the first time I actually no longer know what day it is or day 23 or day 24 the last time I was sitting here then I was really very sad my girlfriend but I already said hey boys I can once againIt is a wet sandwich a lot of emotions and I am there from the union that the man can cry and that the vulnerability is something beautiful and oh oh oh oh oh oh oh how should I all have reserves here not from itisland to run you know everything takes trouble you are on your own and yes you walk but what and yourself you are at all of your thoughts and cures in your head all the time but now I have made a nice bed of bambooBut I also keep thinking of enough is enough and don't go beyond your limits for too long
C:/Users/Bobo/Downloads/task3\ER22_AFL11_MXF.mov,2,disgust,"I have to say everyone goes to his island council fairly cheerfully is very weird but you just go right about the order of the day of eh almost feels like yes nothing happened I think it's very silly yes I have just a day anywayIn fact, not at all to take a little easier distance, but it will be a bit harder for Harry I would not have expected this at all that that would go so many voices on tortilla well not expected of it surprising it is a bit strange that that is no longer no longerIs this morning because we had a good band that held up always looked for each other for a moment what but it doesn't feel good ferry has also voted on the clock"
C:/Users/Bobo/Downloads/task3\ER22_AFL11_MXF.mov,3,surprise,"Again on a new island and this time it is just apostate island I did not expect I must honestly say that I would already be displayed there I knew that London had already committed betrayal but to be honest ferry you don't want to see it coming ferry and ladiesThey certainly made them turn the neck around and he honestly really expected that Ferry was just a honest guy within the game and then you see again hey it is eh after the fusion people really become a lot more intense than what isTo tell the boat you also have to get away Brabant island between Eindhoven Island Hove jeeje yes come on this island on the island of Eindhoven Island Island with me on the island that comes to accompany yes I would say Entry adds thank you here so why don't you buildA party that is nice it is nice to have someone with it so I will tension it nicely for my cart that is going to make nice wood that will make fire that will cook and I lie down on the beach today we are with z 'one better than just I have just one bed for one person chatilla is on dropouts, Thijs has hands free for the next step of his plan if we do that eh then we have to make sure he doesn't win today and if there is therepeople go to Windows island then we have to make sure that if if they belong to us, they have been informed before they leave because we can no longer speak to them, but we have to be aligned if Vincent wins, we go on quietlyDennis does not win Vincent then we will go on Vincent that is the plan and there we do not work from diva and niek who are with me ferry who also knows that Finnie is a formidable opponent for him so he must also have six then we have sixvoices for Vinnie and I think that I think April is also down to go to Dennis so I can communicate with her April I went to winner island has never agreed to the idea of voting Vincent out she is in theassumption that we are going to Dennis so April is put off the offside in this island council I have the idea that people are going to see us all the time because I don't really realize that we really are a dog yet"
C:/Users/Bobo/Downloads/task3\ER22_AFL11_MXF.mov,4,happiness,"Maybe the two of us in that Hokkie but no from Mikey I have completely built up with my own bare hands while everyone at a table was eating hamburgers and other things so that is my place but I will iron hard over my tenderAnd I will help you build a piece, but the first that master bed you know that is for me"
C:/Users/Bobo/Downloads/task3\ER22_AFL11_MXF.mov,5,happiness,"I am really looking forward to the test yes I just feel fit I notice that I am just really good in the game it is possible for me to beat a vincent or a ferry or a thijs I don't have the idea that I amToday I am going to throw it very well when I arrive that the test is another sort of course what you have to do and I see that it requires balance and explosiveness and I think all that is nice I think I can be good at that tooIt looks a bit like a goat farm that all those goats have to jump on from those devices, but it is really for our welcome expedition members day 24 super handsome but before we start ferry you areOf course I brought a gift for you, it is Rambutans a fruit from Malaysia and you have enough to treat but of course you can of course all eat yourself later after the test I will give them April to that chain yes I want that back yes IMust return him again thank you yes good I will explain the immunity test you are going to walk another course surprising but this time with a twist you start there at those posts and on the way there you only have to go under this beam and overThis beam there to grab weight at that scaffolding and then returning over the posts over the beam under the beam over the balance beam to the paths, but as you may see that his 9 posts and you are with the age of tenSo there is already one expedition lit and he or she gets a black voice the only thing I can think is black voice from mine but we play this parkour no less than five times we start with 10 then we go to 9 exploded to 3 and finallywe have a winner, but here the twist comes the weight"
C:/Users/Bobo/Downloads/task3\ER22_AFL11_MXF.mov,6,happiness,In the first round one falls off and he or she gets a black voice three two two one goal seems really a kind of racing horses that are completely running wild who really stands behind such a fence and everyone runs like oneMalle and I notice that I am heading with Vincent and I have Vincent in my head as the best opponent here so I think if I am a head with Vincent then I will go well and then we get a few posts and then thenMay we walk over a beam and that is where it can be challenging yes that is tough also because I have that weight on my neck and that wave it and you also try to do it at some speed that Valkenswaard Hey I have my balanceand I am likeAbout it that my lead is completely gone is being overtaken by various candidates I fall again and I end up with the last horse yes and I know how to pass those beams and then a sort of discharge of me is a good time yes I have at least I haveNot a black voice I am through to the next okay Dennis and Dennis against each other and then I think I will not be shit now I will be last to get there and I think I know that I should not underestimate this really calm down hereHarry or Dennis Who takes that black voice is really difficult because you have two weights and they get out of balance yes and then I think yes I really have to because Harry who walks
C:/Users/Bobo/Downloads/task3\ER22_AFL11_MXF.mov,7,happiness,And with my leg I really get hard on a pole is fiddling with immunity yes I notice that I am starting to get skill in the course the first you have a lot of weight and that must be given to one person distributed
C:/Users/Bobo/Downloads/task3\ER22_AFL11_MXF.mov,8,happiness,"3 2 1 go I have double the weight on my neck also motivates me at the same time Make a sliding under the first object, he is again fini in my corner of my eye run again a bag of grab immediately over the first bars and with my leg I really comeHard right on a pole and luckily because of the adrenaline you don't really realize whether it hurts or whatever it is also immediately wit at zero again trying butterfly frog over slider round is struggling for immunity and I always have to do there anywaykeep my concentration and it works I am taking my steps and I balance and I notice again that I am first and vincent which ferry is inside Thijs is insideNiek and London it is very simply not part of the last two and Niels is also inside and that means that April and Dennis don't have a pole to who are you going to give your weight now I have the most weight and I have to make sure there is onesomeone is not going to win and I have a big chance to win this to ensure the rest of my bond of the plan we are going to implement I did not want to give him to Freddy anyway and not to give Vincent anyway that his fur of me and me andI am sure that with the next gift from the other alliance there will still be enough weights and so everyone gets a little extra tax from our camp and I have to say that is exactly what we don't want I think target number one is vincent we haveFive more poles and seven more expedition members The third round there we go three two one one goal that men really just go through a kind of football sliding under those posts fly over it and say acrobats are watchingI take the time to do everything right I take my steps and just go through it I chase like a motherfucker come to De Schans first and despite the extra weight, Thijs is very fast that course and I am quite quickly at the latterObject of the third round and that is that ball but this time I no longer pay attention to my breathing I am too hasty and I am a bit ball and I notice that I fall from that beam and I feel people in my back I come meFeel them monkeys and I think no cunt yes I notice that I am starting to get skill in the EH in the course and ferry is the first inside I also have less weight than some others so I come in the first and Vincent is also insideNiels has a pole London tooI no longer have time to pay attention I no longer have time to keep everything balanced I just have to walk and I think okay now I just have to jump so I make a huge jump to that white surface one more poleone place and I think Thijs and I think a foot for Niek I grab the last pole and I am assured of the fourth round in this very intense shit you can give your weight to someone now I expect something because niek that is good with ThijsAnd of course he does not want to let his buddy down well Niek comes with four weights and it prevents one weight so I get five weights there yes shiva who then gives me one vincent irene and ferry everyone oh yes this do this do thisyour pretty smart girl you are our jokertje you are the one who sat on an island yesterday with vincent vincent trust you you are now the dear girl who honestly distributes it because she dares to hurt anyone but in the meantime the game is playing with us but Vincent hasAt the moment nothing because of three two two goal then I go back over the bars and then I really notice wow this is really difficult I really have toTaking my time for this and everyone goes out for me, yes I am still comfortable and and it is going well but the penultimate step balance bar that I also just take well in one go and I just get numbero uno numero uno fourth round well thanksVlondonder Looi what do you do again ah yes there is still hope I can still get it and then I get on it I don't really feel super balanced but I think I just have to do this I can still do this thijs are within ferryand vincent unfortunately ferry trumped you will not find it trumped great now that the scenario is going well yes vincent has no immunity this is tactically very important you have a lot of weight and that must be given to one person vincent how much this is thisI'm going to treat and London nothing personal no man I give my six pockets to dogs because he has brought the least weight all the time and I can niels very much and niels also if it is good so I hope that if he makes it thathe takes me to his island again that is going to be a challenge you prepare the winner of this round not only immunity, but also a place on winner island Thijs has 15 niels has six yes I do make oneChance you are ready 3 2 1 go niels has the least weight as a spiderIs the news against immunity chain going to win loudly sprinting as quickly as possible to that last balance beam It becomes more difficult and heavier one obstacle for Niels he takes that win where come thijs and London I already have a few attempts at the latter balance bar and suchSlowly I see the other two coming and they will also open to the last balance beam and I think no, unfortunatelyAnd there just comes a moment where I am standing at the very last obstacles, I now just have one chance to grab and win that last couch with 30 kg, but it doesn't work so I also know for myself if I have been doing well now well nowReally do once full of concentration that is enough that is enough this is going well this is going to stay calm to stay calm still two more steps and I lose a kind of euphoria that is already slowly starting to scream in my body, I almost lose my balance and it is itNiels de Wind and I want to test 20 minutes time you won a balance"
C:/Users/Bobo/Downloads/task3\ER22_AFL11_MXF.mov,9,happiness,"Would expedition members I am very happy and grateful that you are all in front of me what I stuck all my heart and then you win such a debilitating test kidding how it feels great because I really never expected that IThis test would win but I thought yes eh I think so often and then I will just be pounding and eh yes then I will see it yes I apparently eh has worked well today just continued you hardly got any extra weight what saysThat about your position within this group first of all, I really have to thank people that they have spared me and apparently eh they do grant it a little you know what I really like to see you shine for the first time for a long timeAgain really nine yes yes nice yes I am there too I thought for a moment maybe I will no longer win a test on this, but eh well I am really very proud of and that immunity chain that is for you you can come and get it but that isNot everything yet because you are leaving for Winnerseiland and you can take two expedition members and I have a gift for your birthday 24 days we are already here really real Dutch delicacies stroopwafels peanut butter and kibble yes niels you go to winner island with two expedition members and the tastiestTake you yes it is very difficult first I take my buddy Thijs with you because it has worn the most weight eh and it should earn it to such an explosive session and secondly I actually had in advance in my headIf that miracle would happen that I would win him there, I would initially take ferry with me because his birthday is only yes we just closed a fur for the final that we would take each other with you and I think London feels through youI actually have been cooking for a few days what you know every day so you also deserve a stroopwafel thank you but then I will still treat ferry in the Netherlands I am especially disappointed in myself that I am not allowed to come because I had it in myown hands and it didn't work but yes hurts to see them walk away and you can go back to your island thank you and have a nice birthday"
C:/Users/Bobo/Downloads/task3\ER22_AFL11_MXF.mov,10,Scared,Butterfly alarm bread is set but someone is very afraid of his own house
C:/Users/Bobo/Downloads/task3\ER22_AFL11_MXF.mov,11,happiness,When handing out the bags in this test there is a lot to see I think it was a good set to give Thijs some extra bags in the end Niels took him to him also says what about that relationship I have the idea that he meWell as a big competition sees so I am thinking about taking my loot and immunity from Ferry eh and that is nothing personal but it is more to secure myself because I know that we both Ferry and I weWe are eh targets but first everyone is going to chill because Ferry's birthday is his birthday and he got a bowl with rambutan for his birthday and he has decided to share it with us well that is super sweet ferry really delicious in the glory off yesyes yes yes yes Google what is she called Ramadan Beautiful Birthday Beautiful Adventure yes The fruit I got for my birthday are really really nice sweet I have heard that you can even eat the pit so we will also roast it tonightAnd then yes it will just be a complete meal
C:/Users/Bobo/Downloads/task3\ER22_AFL11_MXF.mov,12,happiness,"I think all three have just deserved a lot and we know that we are waiting for two very nice days, it is an idyllic spot that is only reserved for Niels London and Thijs Boermans but I do have a plan eh and I have that completelySophisticated in consultation with my allies because we play a chess game at this stage, but first things first looting yes okayDo you see something you haven't seen for 24 days mattress every movement is soft yes that is of course very crazy to be so happy with that because you are so in love with it and ordered it in the Netherlands but yes goodness but now you realize again oh Jesus manHow good to have a mattress under you a bit nicer really really too crazy this seriously not normal okay than the test is of course incredibly intense I now feel it pretty well in the upper leg and an eh the knees but eh oh dude takeit all in love I have that fucking necklace finally once here so I am yes I am really happy it is just a drum and bass in your mouth now my must just have a little emotional alarm on red on redYes I don't know what it means alarm butterfly yes I think it's really nice here hear that it makes it with a lot more exciting yes I would like it but I don't have a suitcase I am very curious who you were deployed yes yesI too but there is so someone very afraid of his own house tomorrow tomorrow or someone wants to take that loot someone his immunity take away immunity mint and therefore possibly start on the same on the same island council that could really not trust anyone anymore on thismoment really no longer my own ferry I also think of yes I can still trust you all because I did not know that a loot would be used for example you know and that suddenly happens and think of okay something has not been told meWhat will we do not have to look at you I have nothing to do with this to my knowing only London and Vincent and loot so only they think they could put a loot in so much shit puts everything in loose screws yes that is that isof course oneDo I have to be planned because everyone is sure that I have an immunity if someone takes my immunity, then there is a chance that I will also vote otherwise well at our first meeting our Brabant meeting Brabant so it is always a cookie tumbleAdd the table yes we always had a kind of custard in the house or so yes you yes always cookies always cookies at least when someone came yes yes nice hey that was a long time ago"
C:/Users/Bobo/Downloads/task3\ER22_AFL11_MXF.mov,13,happiness,Well post dear Mike and Shatila Okay I thought you started with best mike point dear mike dear boy what did you do well and we are proud of your incredible for 4 days on an island to reward you we haveOnly for you but really only for you sunshine and fusion dinner together Robèrt van Beckhoven the Netherlands came across to make his tastiest sausage rolls yes eh dick van Middelweerd comes a four -course dinner for you prepares no best mike satilla pack your things because soImmediately you play a game The winner remains in the game The loser must leave the expedition immediately yes you know I have already had such a beautiful day for me my expedition is really complete but of course I keep fighting because thatis in me I just can't come then don't do my best google over that shit fun more with you whoever loses Brabant Wind
C:/Users/Bobo/Downloads/task3\ER22_AFL11_MXF.mov,14,surprise,I was pulled again from two sides I thought that after I had not voted last island council that it was clear that I was in the other wound for a while still resumer yes niek in Vincent's war apparently that is not clear and not clear andI was approached again by Harry Dennis to vote with them while I Niels Niek at home London and Jiva promises to vote Vincent yes I am again in the spagate where I feel yes but not at home and then the game takes place onOur own island there is really just a crazy puzzle with wood and rings douwe wrinkled tires and four tree trunks chatilla mike welcome you are going to duel today on day 25 of the expedition in an all or nothing duel because the loser will definitely leave this expedition you haveBoth three sets of two rings and a rope in between red green and one further there are also tribes three with a color and one neutral the rings are around the trunks and the ropes are in the knot you both have exactly the same knot you have to be so fastPossibly remove the rope from the knot by moving the rings from one trunk to the other you dissolve this puzzle if there is a ring of the same color together and the ropes are loose there is only one small thing a ring should never overA tribe with the same color I can't describe other than a very complicated duel but it is clear yes
C:/Users/Bobo/Downloads/task3\ER22_AFL11_MXF.mov,15,happiness,"Mike ready I am just really very good and puzzling the spatial insight I do have game insight I have in my I say not apple egg but I think I can endure this and 3 2 1 I start I look at those ropes and I think soI am going to do this at my ease, I will do this that especially does not work with a puzzle is frustrating or wanting too fast so many days is this mentally very challenging test karin crossing four ropes and in my head I actually think if I am the top one every time I have every time Irope from it on the next tree trunk Put and then the next more or the next tree trunks I hope to turn it into it and a kind of week from the mill to turn the other way mike grill is not allowed on yellow oh sorry yesAnd now I think I do have moments I don't see it yet because I think I'm getting away on growth but I'm a bit in the knot I have the idea sorry often you also have to do something illogical if you have a puzzleI pick up something I try what I walk once to the right I walk once to the left pull that rope apart once from a distance then I think oh wait I think this is so and those guys I want you a little oneTip how to display the ropes well that makes it clearer well I try to do what Rik says so I try to pull that rope apart so I might have a little more overview and I still see there is still sitting thereA double knot and with me my head is also in trouble again so I think okay try that double knot but first to get out I say loser from definitively this expedition I think I see the fire when I am inpennies of crossing every time I think it is the fact I feel like it has been put together like a wheel and that I actually got it under each other and above each other"
C:/Users/Bobo/Downloads/task3\ER22_AFL11_MXF.mov,16,grief,You can't say it at all either either I thought only all the time as long as there is no puzzle I never see that and somehow I don't know I didn't think about it maybe that eh good tactic what means mikeThat you are still having a chance to become Robinson 2022 yes yes the moment I win I actually feel that I am not really happy it feels very strange Chatilla yes is that this adventure here for you and Malaysia beach that you are the expeditiondefinitively have to leave yes no problem I really feel it as a full -fledged Expedition Robinson that I played I am so happy that I was still here with Mike here on this dropout island because yes that did so much good we really had conversations thatIn the late night and for me this was actually a very nice ending so I can buy a whole package with giving up main lighting yes certainly certainly certainly yes
C:/Users/Bobo/Downloads/task3\ER22_AFL11_MXF.mov,17,happiness,"I want to ask you to take your bag and go to the boat and thank you very much thank you, and good luck really I think it is very strange to sit in a competition and actually prefer to lose with retroactive effect because I actually wish itSatilla I think yes crazy then she can continue to win crook is that makes me think very sharply"
C:/Users/Bobo/Downloads/task3\ER22_AFL11_MXF.mov,18,anger,Along the wind you are a bit defeated when the boat comes to bring his island and I do something very stupid the 13th and last voice
C:/Users/Bobo/Downloads/task3\ER22_AFL11_MXF.mov,19,happiness,"Mike I have to congratulate you or not because despite the wind you are still a bit defeated with I really had a very tough time here and I also recovered and overcome myself again, but I was really my mindset was at home today actuallyall and why is that what makes it so heavy there has been here for a few days yes it is I don't know if it is so much heavy, but it is but it feels very crazy it feels very much completed for meI feel the expedition I have that final no matter how crazy it sounds a bit for myself that you no longer because I don't want you to regret later and think that you do not or that you can get in that pass I think I I thinkdon't think so I thought very carefully about that if I had not been completed yet I would have dared to have selfish then I would have said I will stay because I have to finish something but it feels that I have finished it and now I put myselfAside and now I choose my family so I go home yes I see everything to you if you leave with a very big smile best expedition and return home yes home pretty good thanks yes yes yes yes"
C:/Users/Bobo/Downloads/task3\ER22_AFL11_MXF.mov,20,surprise,"I can imagine that Aniek and a Thijs Me and Ferry have the target okay maybe ferry and I can go against it and might think of something together or so I think we are just two money throughHis hm you know and eh and I think she would be more afraid to say to us yes than that they would say you would be your head on the line so they will make their efforts oryou and what order of windows so I think to myself because the fabrics say but it is so yes I don't know who ferry is in a boat with so it's a bit kind of eh I can say somethingI say what do I have to let it be so niek you could put your baby a loot then it is so london has loots anyway I think thijs voted an ex, I thought I actually thought you had set a different plan somewhereGoing that is clear now that those butterflies are used he just really knows you a nice golden brown crispy that is nice we have weighed everything, the chance is just very considerable that our plan is going to work I still have a lot of confidence in tonight's plan alone aloneeh it is a bit easier for us to say because we are staying all day here is only annoying for our other allies that yes they are in the middle of the heat they have to catch the blows and they might have to lieAnd yes that is never fun so I hope that eh them will go well I hope that niek they are going to keep his word that shiva is holding strong yes and hopefully the cake will be able to come to the island tonight to bring his island to itAnd I do something very stupid I thought Vincent realizes that we are all going to vote for him I really wanted to apologize for hey guy I am sitting in another bond now so I am going with my own bond now on you no but apparentlyhe doesn't see it coming and now I suddenly think what I did this is very stupid and I actually put my own head on the chopping block"
